CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment
19358,16,1,5081.86,4,1,5,415,Others
19359,11,7,2893.46,5,5,4,554,Champions
19360,70,2,138.92,3,3,1,331,Others
19361,93,2,332.84,2,3,2,232,Others
19362,40,3,1436.36,3,4,4,344,Loyal Customers
19363,48,2,5564.74,3,3,5,335,Others
19364,11,1,6140.62,5,1,5,515,Others
19365,21,2,10.0,4,3,1,431,Others
19366,135,2,10.0,2,3,1,231,Others
19367,10,2,5499.64,5,3,5,535,Potential Loyalists
19368,23,2,6321.82,4,3,5,435,Potential Loyalists
19369,81,2,10.0,3,3,1,331,Others
19370,6,28,10.0,5,5,1,551,Others
19371,128,1,10.0,2,1,1,211,Hibernating
19372,33,1,811.32,4,1,3,413,Others
19373,32,5,10.0,4,4,1,441,Others
19374,319,1,239.83,1,1,2,112,Hibernating
19375,1,2,2414.46,5,3,4,534,Potential Loyalists
19376,99,1,737.57,2,1,3,213,Others
19377,1,2,9166.14,5,3,5,535,Potential Loyalists
19378,136,5,10.0,2,4,1,241,Others
19379,14,2,2366.95,5,3,4,534,Potential Loyalists
19380,30,5,10.0,4,4,1,441,Others
19381,54,6,747.83,3,5,3,353,Loyal Customers
19382,128,1,310.5,2,1,2,212,Hibernating
19383,12,8,3503.1,5,5,5,555,Champions
19384,11,23,10.0,5,5,1,551,Others
19385,10,9,11097.27,5,5,5,555,Champions
19386,9,2,697.79,5,3,3,533,Potential Loyalists
19387,178,4,721.31,1,4,3,143,At Risk
19388,12,1,10.0,5,1,1,511,Others
19389,188,1,1011.59,1,1,3,113,Others
19390,3,32,15231.87,5,5,5,555,Champions
19391,36,7,10.0,3,5,1,351,Others
19392,17,2,10.0,4,3,1,431,Others
19393,14,2,10.0,5,3,1,531,Others
19394,8,1,10.0,5,1,1,511,Others
19395,98,1,10.0,2,1,1,211,Hibernating
19396,62,1,422.76,3,1,3,313,Others
19397,251,1,269.37,1,1,2,112,Hibernating
19398,74,1,2164.11,3,1,4,314,Others
19399,22,2,10.0,4,3,1,431,Others
19400,165,1,406.02,2,1,3,213,Others
19401,89,2,1228.84,2,3,4,234,At Risk
19402,297,1,202.58,1,1,2,112,Hibernating
19403,6,22,2464.46,5,5,4,554,Champions
19404,14,22,17084.44,5,5,5,555,Champions
19405,63,1,10.0,3,1,1,311,Others
19406,1,1,744.93,5,1,3,513,Others
19407,44,5,10.0,3,4,1,341,Others
19408,57,6,37.92,3,5,1,351,Others
19409,11,19,3087.2,5,5,5,555,Champions
19410,53,1,10.0,3,1,1,311,Others
19411,196,1,295.33,1,1,2,112,Hibernating
19412,82,1,1460.47,3,1,4,314,Others
19413,1,6,10.0,5,5,1,551,Others
19414,9,1,2591.78,5,1,4,514,Others
19415,93,2,1998.77,2,3,4,234,At Risk
19416,242,1,240.45,1,1,2,112,Hibernating
19417,116,4,862.84,2,4,3,243,At Risk
19418,84,2,29.4,3,3,1,331,Others
19419,15,2,10.0,4,3,1,431,Others
19420,207,1,178.16,1,1,2,112,Hibernating
19421,8,3,13278.33,5,4,5,545,Champions
19422,14,10,10.0,5,5,1,551,Others
19423,180,1,257.13,1,1,2,112,Hibernating
19424,55,3,953.45,3,4,3,343,Loyal Customers
19425,135,3,1442.29,2,4,4,244,At Risk
19426,18,17,15682.88,4,5,5,455,Champions
19427,9,25,1903.64,5,5,4,554,Champions
19428,286,1,259.84,1,1,2,112,Hibernating
19429,169,1,203.4,2,1,2,212,Hibernating
19430,237,1,252.99,1,1,2,112,Hibernating
19431,205,1,10.0,1,1,1,111,Hibernating
19432,12,1,10.0,5,1,1,511,Others
19433,7,14,13406.41,5,5,5,555,Champions
19434,123,1,74.33,2,1,1,211,Hibernating
19435,243,1,313.95,1,1,2,112,Hibernating
19436,321,1,237.07,1,1,2,112,Hibernating
19437,75,1,10.0,3,1,1,311,Others
19438,250,1,195.3,1,1,2,112,Hibernating
19439,113,1,3485.98,2,1,5,215,Others
19440,135,1,1237.04,2,1,4,214,Others
19441,146,1,82.35,2,1,1,211,Hibernating
19442,120,1,2206.21,2,1,4,214,Others
19443,155,4,679.13,2,4,3,243,At Risk
19444,21,2,1091.35,4,3,3,433,Potential Loyalists
19445,83,2,1956.59,3,3,4,334,Others
19446,54,8,2853.61,3,5,4,354,Loyal Customers
19447,11,2,5308.03,5,3,5,535,Potential Loyalists
19448,145,1,126.06,2,1,1,211,Hibernating
19449,183,1,10.0,1,1,1,111,Hibernating
19450,8,2,10.0,5,3,1,531,Others
19451,17,2,10.0,4,3,1,431,Others
19452,19,21,10.0,4,5,1,451,Others
19453,18,13,10.0,4,5,1,451,Others
19454,141,1,469.44,2,1,3,213,Others
19455,18,12,259.4,4,5,2,452,Potential Loyalists
19456,34,2,2748.46,3,3,4,334,Others
19457,12,1,1591.3,5,1,4,514,Others
19458,80,2,1475.17,3,3,4,334,Others
19459,1,1,2727.24,5,1,4,514,Others
19460,66,1,817.5,3,1,3,313,Others
19461,32,7,2692.29,4,5,4,454,Champions
19462,19,1,13727.51,4,1,5,415,Others
19463,303,1,311.66,1,1,2,112,Hibernating
19464,47,1,1177.89,3,1,4,314,Others
19465,30,5,2942.65,4,4,4,444,Champions
19466,184,2,1628.81,1,3,4,134,At Risk
19467,50,4,3879.66,3,4,5,345,Loyal Customers
19468,239,1,235.82,1,1,2,112,Hibernating
19469,68,1,1414.83,3,1,4,314,Others
19470,134,1,10.0,2,1,1,211,Hibernating
19471,127,5,1637.07,2,4,4,244,At Risk
19472,29,1,1301.41,4,1,4,414,Others
19473,180,1,305.65,1,1,2,112,Hibernating
19474,14,10,10.0,5,5,1,551,Others
19475,6,1,10289.3,5,1,5,515,Others
19476,19,2,2609.43,4,3,4,434,Potential Loyalists
19477,12,2,840.91,5,3,3,533,Potential Loyalists
19478,178,1,190.19,1,2,2,122,Hibernating
19479,77,1,10.0,3,2,1,321,Others
19480,98,4,4050.19,2,4,5,245,At Risk
19481,160,1,310.36,2,2,2,222,Hibernating
19482,280,1,315.5,1,2,2,122,Hibernating
19483,18,2,10.0,4,3,1,431,Others
19484,169,1,217.58,2,2,2,222,Hibernating
19485,146,3,3009.12,2,4,5,245,At Risk
19486,135,1,305.11,2,2,2,222,Hibernating
19487,12,2,4028.12,5,3,5,535,Potential Loyalists
19488,84,1,968.91,3,2,3,323,Others
19489,168,5,10.0,2,4,1,241,Others
19490,163,1,1032.11,2,2,3,223,Others
19491,76,1,3036.56,3,2,5,325,Others
19492,215,1,182.29,1,2,2,122,Hibernating
19493,183,1,231.29,1,2,2,122,Hibernating
19494,65,1,248.75,3,2,2,322,Others
19495,33,3,1397.24,4,4,4,444,Champions
19496,13,11,10.0,5,5,1,551,Others
19497,15,1,5233.61,4,2,5,425,Potential Loyalists
19498,127,1,2353.31,2,2,4,224,Others
19499,12,19,15496.07,5,5,5,555,Champions
19500,159,1,370.86,2,2,3,223,Others
19501,195,1,241.37,1,2,2,122,Hibernating
19502,55,4,4310.91,3,4,5,345,Loyal Customers
19503,14,24,19538.45,5,5,5,555,Champions
19504,8,5,10.0,5,4,1,541,Others
19505,290,1,194.46,1,2,2,122,Hibernating
19506,32,2,311.59,4,3,2,432,Potential Loyalists
19507,12,7,23804.72,5,5,5,555,Champions
19508,167,2,10.0,2,3,1,231,Others
19509,112,2,1236.66,2,3,4,234,At Risk
19510,16,7,10.0,4,5,1,451,Others
19511,24,15,10.0,4,5,1,451,Others
19512,12,12,34535.59,5,5,5,555,Champions
19513,13,2,7950.73,5,3,5,535,Potential Loyalists
19514,132,7,1345.74,2,5,4,254,At Risk
19515,22,1,1516.71,4,2,4,424,Potential Loyalists
19516,29,2,10.0,4,3,1,431,Others
19517,13,13,10.0,5,5,1,551,Others
19518,8,16,2709.64,5,5,4,554,Champions
19519,10,1,9297.71,5,2,5,525,Potential Loyalists
19520,161,1,165.69,2,2,2,222,Hibernating
19521,18,2,10.0,4,3,1,431,Others
19522,137,1,2081.48,2,2,4,224,Others
19523,57,4,496.55,3,4,3,343,Loyal Customers
19524,136,2,10.0,2,3,1,231,Others
19525,54,1,10.0,3,2,1,321,Others
19526,27,1,235.75,4,2,2,422,Potential Loyalists
19527,104,1,2415.41,2,2,4,224,Others
19528,16,2,2433.23,4,3,4,434,Potential Loyalists
19529,32,6,1632.96,4,5,4,454,Champions
19530,12,23,11082.6,5,5,5,555,Champions
19531,118,1,1141.57,2,2,4,224,Others
19532,13,1,25316.36,5,2,5,525,Potential Loyalists
19533,140,1,800.47,2,2,3,223,Others
19534,119,1,175.04,2,2,2,222,Hibernating
19535,228,1,231.66,1,2,2,122,Hibernating
19536,15,3,7425.19,4,4,5,445,Champions
19537,222,1,232.68,1,2,2,122,Hibernating
19538,269,1,13.44,1,2,1,121,Hibernating
19539,146,4,10.0,2,4,1,241,Others
19540,219,1,271.21,1,2,2,122,Hibernating
19541,72,1,1055.31,3,2,3,323,Others
19542,292,1,276.56,1,2,2,122,Hibernating
19543,27,1,1179.45,4,2,4,424,Potential Loyalists
19544,104,2,366.69,2,3,3,233,At Risk
19545,39,2,1753.35,3,3,4,334,Others
19546,159,1,676.72,2,2,3,223,Others
19547,21,1,4994.82,4,2,5,425,Potential Loyalists
19548,2,3,5027.13,5,4,5,545,Champions
19549,39,1,10.0,3,2,1,321,Others
19550,4,14,5350.39,5,5,5,555,Champions
19551,21,8,1923.37,4,5,4,454,Champions
19552,11,2,10.0,5,3,1,531,Others
19553,71,1,10.0,3,2,1,321,Others
19554,188,1,223.36,1,2,2,122,Hibernating
19555,110,1,10.0,2,2,1,221,Hibernating
19556,166,2,1532.56,2,3,4,234,At Risk
19557,128,4,10.0,2,4,1,241,Others
19558,73,1,169.7,3,2,2,322,Others
19559,174,4,1133.33,1,4,4,144,At Risk
19560,89,1,1591.28,2,2,4,224,Others
19561,217,1,156.8,1,2,2,122,Hibernating
19562,208,1,233.84,1,2,2,122,Hibernating
19563,21,7,10.0,4,5,1,451,Others
19564,14,24,3996.06,5,5,5,555,Champions
19565,11,2,3768.12,5,3,5,535,Potential Loyalists
19566,8,8,9085.05,5,5,5,555,Champions
19567,110,1,4191.27,2,2,5,225,Others
19568,234,1,185.77,1,2,2,122,Hibernating
19569,94,2,1964.97,2,3,4,234,At Risk
19570,77,1,10.0,3,2,1,321,Others
19571,8,10,10.0,5,5,1,551,Others
19572,9,12,6497.91,5,5,5,555,Champions
19573,296,1,246.6,1,2,2,122,Hibernating
19574,134,1,206.39,2,2,2,222,Hibernating
19575,15,1,5897.58,4,2,5,425,Potential Loyalists
19576,113,1,2322.95,2,2,4,224,Others
19577,20,1,3497.05,4,2,5,425,Potential Loyalists
19578,70,1,924.59,3,2,3,323,Others
19579,10,12,12584.04,5,5,5,555,Champions
19580,40,1,637.82,3,2,3,323,Others
19581,58,1,10.0,3,2,1,321,Others
19582,125,4,10.0,2,4,1,241,Others
19583,18,1,1936.36,4,2,4,424,Potential Loyalists
19584,50,1,10.0,3,2,1,321,Others
19585,18,2,7639.99,4,3,5,435,Potential Loyalists
19586,234,1,200.82,1,2,2,122,Hibernating
19587,26,8,5240.48,4,5,5,455,Champions
19588,40,3,4155.49,3,4,5,345,Loyal Customers
19589,272,1,195.24,1,2,2,122,Hibernating
19590,138,2,734.04,2,3,3,233,At Risk
19591,40,2,10.0,3,3,1,331,Others
19592,280,1,204.61,1,2,2,122,Hibernating
19593,36,5,5081.21,3,4,5,345,Loyal Customers
19594,15,1,10.0,4,2,1,421,Others
19595,24,2,10.0,4,3,1,431,Others
19596,160,1,301.93,2,2,2,222,Hibernating
19597,71,1,2388.36,3,2,4,324,Others
19598,106,4,3533.85,2,4,5,245,At Risk
19599,14,10,11216.5,5,5,5,555,Champions
19600,117,1,1759.0,2,2,4,224,Others
19601,34,3,1361.27,3,4,4,344,Loyal Customers
19602,180,2,330.75,1,3,2,132,Others
19603,34,2,10.0,3,3,1,331,Others
19604,15,1,782.83,4,2,3,423,Potential Loyalists
19605,289,1,292.37,1,2,2,122,Hibernating
19606,98,1,3229.79,2,2,5,225,Others
19607,139,1,3972.98,2,2,5,225,Others
19608,192,1,168.91,1,2,2,122,Hibernating
19609,1,1,4975.81,5,2,5,525,Potential Loyalists
19610,55,1,405.17,3,2,3,323,Others
19611,5,17,10.0,5,5,1,551,Others
19612,211,1,218.19,1,2,2,122,Hibernating
19613,15,2,4755.57,4,3,5,435,Potential Loyalists
19614,63,1,1740.3,3,2,4,324,Others
19615,17,1,11134.57,4,2,5,425,Potential Loyalists
19616,14,2,10.0,5,3,1,531,Others
19617,11,29,10.0,5,5,1,551,Others
19618,12,1,11092.75,5,2,5,525,Potential Loyalists
19619,18,17,11580.26,4,5,5,455,Champions
19620,18,2,10.0,4,3,1,431,Others
19621,92,2,10.0,2,3,1,231,Others
19622,181,1,171.4,1,2,2,122,Hibernating
19623,13,17,17062.12,5,5,5,555,Champions
19624,16,1,10.0,4,2,1,421,Others
19625,17,6,2850.76,4,5,4,454,Champions
19626,74,1,825.04,3,2,3,323,Others
19627,5,2,10.0,5,3,1,531,Others
19628,24,4,10.0,4,4,1,441,Others
19629,9,2,9016.09,5,3,5,535,Potential Loyalists
19630,12,2,10.0,5,3,1,531,Others
19631,9,1,10.0,5,2,1,521,Others
19632,200,3,4760.02,1,4,5,145,At Risk
19633,194,1,10.0,1,2,1,121,Hibernating
19634,95,1,1329.31,2,2,4,224,Others
19635,13,11,10.0,5,5,1,551,Others
19636,46,4,3106.84,3,4,5,345,Loyal Customers
19637,5,10,2478.7,5,5,4,554,Champions
19638,106,1,1766.79,2,2,4,224,Others
19639,61,1,739.63,3,2,3,323,Others
19640,21,2,3535.84,4,3,5,435,Potential Loyalists
19641,23,2,2162.82,4,3,4,434,Potential Loyalists
19642,232,1,247.57,1,2,2,122,Hibernating
19643,7,10,10.0,5,5,1,551,Others
19644,9,1,4830.96,5,2,5,525,Potential Loyalists
19645,21,1,1550.01,4,2,4,424,Potential Loyalists
19646,15,1,10.0,4,2,1,421,Others
19647,121,1,625.07,2,2,3,223,Others
19648,120,1,175.99,2,2,2,222,Hibernating
19649,146,4,2448.3,2,4,4,244,At Risk
19650,259,1,199.19,1,2,2,122,Hibernating
19651,63,1,1391.22,3,2,4,324,Others
19652,70,2,911.53,3,3,3,333,Others
19653,23,2,149.44,4,3,1,431,Others
19654,223,1,144.8,1,2,1,121,Hibernating
19655,44,3,1931.92,3,4,4,344,Loyal Customers
19656,165,1,95.21,2,2,1,221,Hibernating
19657,192,1,231.43,1,2,2,122,Hibernating
19658,108,5,10.0,2,4,1,241,Others
19659,198,1,160.68,1,2,2,122,Hibernating
19660,63,5,4421.77,3,4,5,345,Loyal Customers
19661,1,1,23.97,5,2,1,521,Others
19662,12,1,6014.2,5,2,5,525,Potential Loyalists
19663,18,2,2222.07,4,3,4,434,Potential Loyalists
19664,185,1,214.35,1,2,2,122,Hibernating
19665,21,19,2571.57,4,5,4,454,Champions
19666,119,3,2108.06,2,4,4,244,At Risk
19667,220,1,288.18,1,2,2,122,Hibernating
19668,13,22,13493.7,5,5,5,555,Champions
19669,13,14,11228.83,5,5,5,555,Champions
19670,49,1,687.7,3,2,3,323,Others
19671,53,3,10.0,3,4,1,341,Others
19672,20,12,10605.67,4,5,5,455,Champions
19673,203,1,265.72,1,2,2,122,Hibernating
19674,15,3,28808.21,4,4,5,445,Champions
19675,15,12,14661.57,4,5,5,455,Champions
19676,170,1,607.7,2,2,3,223,Others
19677,55,3,10.0,3,4,1,341,Others
19678,42,6,941.98,3,5,3,353,Loyal Customers
19679,132,1,10.0,2,2,1,221,Hibernating
19680,50,1,1496.37,3,2,4,324,Others
19681,2,21,10.0,5,5,1,551,Others
19682,30,7,288.46,4,5,2,452,Potential Loyalists
19683,114,2,10.0,2,3,1,231,Others
19684,109,2,1147.15,2,3,4,234,At Risk
19685,141,1,279.2,2,2,2,222,Hibernating
19686,52,2,3507.24,3,3,5,335,Others
19687,1,1,1561.84,5,2,4,524,Potential Loyalists
19688,243,1,287.87,1,2,2,122,Hibernating
19689,19,6,15408.62,4,5,5,455,Champions
19690,191,1,203.37,1,2,2,122,Hibernating
19691,18,5,3885.39,4,4,5,445,Champions
19692,269,1,250.18,1,2,2,122,Hibernating
19693,14,10,10.0,5,5,1,551,Others
19694,140,1,3298.48,2,2,5,225,Others
19695,19,1,282.76,4,2,2,422,Potential Loyalists
19696,15,2,10.0,4,3,1,431,Others
19697,204,1,245.02,1,2,2,122,Hibernating
19698,3,5,10.0,5,4,1,541,Others
19699,118,1,2305.13,2,2,4,224,Others
19700,11,1,10.0,5,2,1,521,Others
19701,11,8,13971.73,5,5,5,555,Champions
19702,108,2,294.36,2,3,2,232,Others
19703,5,8,23276.07,5,5,5,555,Champions
19704,16,2,4202.8,4,3,5,435,Potential Loyalists
19705,1,16,9902.92,5,5,5,555,Champions
19706,19,2,7394.8,4,3,5,435,Potential Loyalists
19707,14,1,10.0,5,2,1,521,Others
19708,9,8,10.0,5,5,1,551,Others
19709,93,1,10.0,2,2,1,221,Hibernating
19710,16,17,10.0,4,5,1,451,Others
19711,8,2,5340.3,5,3,5,535,Potential Loyalists
19712,83,2,1265.71,3,3,4,334,Others
19713,17,2,10.0,4,3,1,431,Others
19714,124,1,1600.2,2,2,4,224,Others
19715,83,2,677.19,3,3,3,333,Others
19716,14,1,10.0,5,2,1,521,Others
19717,19,1,10.0,4,2,1,421,Others
19718,287,1,262.24,1,2,2,122,Hibernating
19719,215,1,252.1,1,2,2,122,Hibernating
19720,14,1,6079.73,5,2,5,525,Potential Loyalists
19721,120,1,2245.25,2,2,4,224,Others
19722,24,4,3448.79,4,4,5,445,Champions
19723,57,1,1541.73,3,2,4,324,Others
19724,16,10,10.0,4,5,1,451,Others
19725,207,1,223.93,1,2,2,122,Hibernating
19726,15,1,10.0,4,2,1,421,Others
19727,70,1,164.73,3,2,2,322,Others
19728,112,1,10.0,2,2,1,221,Hibernating
19729,13,1,10.0,5,2,1,521,Others
19730,10,1,8253.82,5,2,5,525,Potential Loyalists
19731,17,13,10.0,4,5,1,451,Others
19732,223,1,323.92,1,2,2,122,Hibernating
19733,282,1,210.89,1,2,2,122,Hibernating
19734,1,8,5912.97,5,5,5,555,Champions
19735,22,13,8605.76,4,5,5,455,Champions
19736,233,1,193.07,1,2,2,122,Hibernating
19737,110,1,2922.06,2,2,4,224,Others
19738,16,1,18226.12,4,2,5,425,Potential Loyalists
19739,22,1,4812.13,4,2,5,425,Potential Loyalists
19740,9,2,8039.48,5,3,5,535,Potential Loyalists
19741,5,14,10.0,5,5,1,551,Others
19742,151,1,2844.89,2,2,4,224,Others
19743,34,5,10.0,3,4,1,341,Others
19744,18,2,10.0,4,3,1,431,Others
19745,2,9,4579.88,5,5,5,555,Champions
19746,27,2,10.0,4,3,1,431,Others
19747,264,1,274.14,1,2,2,122,Hibernating
19748,16,1,10.0,4,2,1,421,Others
19749,30,3,407.18,4,4,3,443,Loyal Customers
19750,207,1,214.94,1,2,2,122,Hibernating
19751,117,5,2012.26,2,4,4,244,At Risk
19752,19,2,10.0,4,3,1,431,Others
19753,16,1,10.0,4,2,1,421,Others
19754,263,1,136.85,1,2,1,121,Hibernating
19755,63,4,10.0,3,4,1,341,Others
19756,289,1,345.07,1,2,2,122,Hibernating
19757,32,1,1533.49,4,2,4,424,Potential Loyalists
19758,181,3,3017.23,1,4,5,145,At Risk
19759,13,2,5768.55,5,3,5,535,Potential Loyalists
19760,43,4,7081.37,3,4,5,345,Loyal Customers
19761,150,4,10.0,2,4,1,241,Others
19762,30,1,10.0,4,2,1,421,Others
19763,6,5,8029.03,5,4,5,545,Champions
19764,244,1,289.1,1,2,2,122,Hibernating
19765,218,5,336.1,1,4,2,142,Others
19766,25,9,10.0,4,5,1,451,Others
19767,138,1,1177.3,2,2,4,224,Others
19768,19,13,10.0,4,5,1,451,Others
19769,125,1,1994.89,2,2,4,224,Others
19770,135,4,1772.38,2,4,4,244,At Risk
19771,8,2,9790.82,5,3,5,535,Potential Loyalists
19772,17,1,58.57,4,2,1,421,Others
19773,18,9,2683.57,4,5,4,454,Champions
19774,12,12,26559.17,5,5,5,555,Champions
19775,68,2,509.24,3,3,3,333,Others
19776,56,7,2851.37,3,5,4,354,Loyal Customers
19777,67,1,1060.15,3,2,3,323,Others
19778,130,1,4026.41,2,2,5,225,Others
19779,120,1,10.0,2,2,1,221,Hibernating
19780,124,1,342.18,2,2,2,222,Hibernating
19781,16,23,15699.07,4,5,5,455,Champions
19782,77,3,1443.61,3,4,4,344,Loyal Customers
19783,21,8,255.21,4,5,2,452,Potential Loyalists
19784,103,1,10.0,2,2,1,221,Hibernating
19785,16,7,10.0,4,5,1,451,Others
19786,114,4,1927.84,2,4,4,244,At Risk
19787,17,31,6512.3,4,5,5,455,Champions
19788,297,1,261.86,1,2,2,122,Hibernating
19789,203,1,195.42,1,2,2,122,Hibernating
19790,16,2,1455.65,4,3,4,434,Potential Loyalists
19791,35,1,10.0,3,2,1,321,Others
19792,11,22,526.99,5,5,3,553,Loyal Customers
19793,187,1,157.04,1,2,2,122,Hibernating
19794,243,1,192.28,1,2,2,122,Hibernating
19795,10,10,12345.51,5,5,5,555,Champions
19796,61,1,10.0,3,2,1,321,Others
19797,16,19,9113.97,4,5,5,455,Champions
19798,297,1,104.14,1,2,1,121,Hibernating
19799,104,2,1198.71,2,3,4,234,At Risk
19800,109,1,342.06,2,2,2,222,Hibernating
19801,19,2,10.0,4,3,1,431,Others
19802,9,1,1434.45,5,2,4,524,Potential Loyalists
19803,39,1,10.0,3,2,1,321,Others
19804,4,1,7086.01,5,2,5,525,Potential Loyalists
19805,107,2,379.96,2,3,3,233,At Risk
19806,14,8,19349.14,5,5,5,555,Champions
19807,188,1,10.0,1,2,1,121,Hibernating
19808,246,1,805.53,1,2,3,123,Others
19809,38,4,2472.89,3,4,4,344,Loyal Customers
19810,28,1,10.0,4,2,1,421,Others
19811,217,1,157.38,1,2,2,122,Hibernating
19812,139,1,10.0,2,2,1,221,Hibernating
19813,14,11,2757.33,5,5,4,554,Champions
19814,3,34,2018.48,5,5,4,554,Champions
19815,100,1,10.0,2,2,1,221,Hibernating
19816,20,1,10.0,4,2,1,421,Others
19817,104,1,3564.11,2,2,5,225,Others
19818,26,1,14906.55,4,2,5,425,Potential Loyalists
19819,1,1,10.0,5,2,1,521,Others
19820,135,4,1626.07,2,4,4,244,At Risk
19821,196,1,184.87,1,2,2,122,Hibernating
19822,19,2,10503.56,4,3,5,435,Potential Loyalists
19823,14,1,1043.26,5,2,3,523,Potential Loyalists
19824,5,13,9046.04,5,5,5,555,Champions
19825,264,1,171.41,1,2,2,122,Hibernating
19826,93,1,2812.77,2,2,4,224,Others
19827,5,1,275.91,5,2,2,522,Potential Loyalists
19828,27,2,10.0,4,3,1,431,Others
19829,15,1,10.0,4,2,1,421,Others
19830,133,1,252.25,2,2,2,222,Hibernating
19831,124,1,60.55,2,2,1,221,Hibernating
19832,135,1,276.63,2,2,2,222,Hibernating
19833,10,2,10.0,5,3,1,531,Others
19834,3,8,5427.82,5,5,5,555,Champions
19835,299,1,190.75,1,2,2,122,Hibernating
19836,46,1,10.0,3,2,1,321,Others
19837,21,1,706.97,4,2,3,423,Potential Loyalists
19838,145,1,10.0,2,2,1,221,Hibernating
19839,18,6,10.0,4,5,1,451,Others
19840,83,1,10.0,3,2,1,321,Others
19841,44,1,934.75,3,2,3,323,Others
19842,23,2,1323.99,4,3,4,434,Potential Loyalists
19843,179,1,1091.92,1,2,3,123,Others
19844,139,1,298.98,2,2,2,222,Hibernating
19845,18,1,9331.41,4,2,5,425,Potential Loyalists
19846,84,1,1637.13,3,2,4,324,Others
19847,11,1,10.0,5,2,1,521,Others
19848,52,8,4554.47,3,5,5,355,Loyal Customers
19849,64,1,2163.91,3,2,4,324,Others
19850,24,10,10.0,4,5,1,451,Others
19851,57,1,10.0,3,2,1,321,Others
19852,8,25,7078.63,5,5,5,555,Champions
19853,44,4,10.0,3,4,1,341,Others
19854,19,12,1937.48,4,5,4,454,Champions
19855,254,1,241.59,1,2,2,122,Hibernating
19856,99,1,483.96,2,2,3,223,Others
19857,16,16,7754.0,4,5,5,455,Champions
19858,42,3,521.39,3,4,3,343,Loyal Customers
19859,133,1,10.0,2,2,1,221,Hibernating
19860,183,1,325.28,1,2,2,122,Hibernating
19861,325,1,284.27,1,2,2,122,Hibernating
19862,76,1,2370.0,3,2,4,324,Others
19863,141,2,3726.02,2,3,5,235,At Risk
19864,5,7,7421.29,5,5,5,555,Champions
19865,13,1,5126.27,5,2,5,525,Potential Loyalists
19866,42,5,6361.49,3,4,5,345,Loyal Customers
19867,7,4,27706.03,5,4,5,545,Champions
19868,253,2,1483.81,1,3,4,134,At Risk
19869,271,1,188.87,1,2,2,122,Hibernating
19870,12,7,10.0,5,5,1,551,Others
19871,146,6,2752.33,2,5,4,254,At Risk
19872,22,2,1639.42,4,3,4,434,Potential Loyalists
19873,172,1,190.48,2,2,2,222,Hibernating
19874,255,1,295.98,1,2,2,122,Hibernating
19875,30,2,883.48,4,3,3,433,Potential Loyalists
19876,6,15,10.0,5,5,1,551,Others
19877,148,1,10.0,2,2,1,221,Hibernating
19878,8,1,10.0,5,2,1,521,Others
19879,120,3,2435.65,2,4,4,244,At Risk
19880,26,5,2309.48,4,4,4,444,Champions
19881,333,1,297.74,1,2,2,122,Hibernating
19882,16,2,10.0,4,3,1,431,Others
19883,22,2,1748.11,4,3,4,434,Potential Loyalists
19884,9,12,5590.82,5,5,5,555,Champions
19885,10,1,1666.55,5,2,4,524,Potential Loyalists
19886,98,2,10.0,2,3,1,231,Others
19887,173,1,287.49,2,2,2,222,Hibernating
19888,131,6,998.34,2,5,3,253,At Risk
19889,234,1,337.55,1,2,2,122,Hibernating
19890,17,1,13764.77,4,2,5,425,Potential Loyalists
19891,15,13,21479.28,4,5,5,455,Champions
19892,59,11,5863.78,3,5,5,355,Loyal Customers
19893,19,2,4701.46,4,3,5,435,Potential Loyalists
19894,179,1,283.59,1,2,2,122,Hibernating
19895,17,18,920.16,4,5,3,453,Loyal Customers
19896,74,1,1566.72,3,2,4,324,Others
19897,236,1,176.37,1,2,2,122,Hibernating
19898,17,21,1464.82,4,5,4,454,Champions
19899,84,2,1090.43,3,3,3,333,Others
19900,158,1,176.73,2,2,2,222,Hibernating
19901,16,2,983.23,4,3,3,433,Potential Loyalists
19902,249,1,279.51,1,2,2,122,Hibernating
19903,221,1,236.42,1,2,2,122,Hibernating
19904,126,1,1513.88,2,2,4,224,Others
19905,36,1,1131.76,3,2,4,324,Others
19906,128,1,10.0,2,2,1,221,Hibernating
19907,155,5,10.0,2,4,1,241,Others
19908,53,1,10.0,3,2,1,321,Others
19909,124,4,1017.48,2,4,3,243,At Risk
19910,44,2,1443.83,3,3,4,334,Others
19911,112,5,4321.86,2,4,5,245,At Risk
19912,8,8,6370.77,5,5,5,555,Champions
19913,210,2,10.0,1,3,1,131,Others
19914,13,11,10.0,5,5,1,551,Others
19915,149,1,1595.61,2,2,4,224,Others
19916,20,29,2302.39,4,5,4,454,Champions
19917,151,1,169.38,2,2,2,222,Hibernating
19918,55,1,1084.66,3,2,3,323,Others
19919,32,4,10.0,4,4,1,441,Others
19920,7,1,10.0,5,2,1,521,Others
19921,17,24,10.0,4,5,1,451,Others
19922,16,1,10.0,4,2,1,421,Others
19923,34,4,10.0,3,4,1,341,Others
19924,178,1,243.94,1,2,2,122,Hibernating
19925,18,10,10.0,4,5,1,451,Others
19926,52,6,10.0,3,5,1,351,Others
19927,90,2,10.0,2,3,1,231,Others
19928,140,1,10.0,2,2,1,221,Hibernating
19929,11,1,146.51,5,2,1,521,Others
19930,17,2,10.0,4,3,1,431,Others
